info,Район,Тип,Тип.объекта,Комнаты,Этаж,Площадь,Площадь.кухни,Жилая.площадь,Цена,Цена.за.м,Материал.здания,cluster,Год.постройки,Кол.во.подьездов,Перекрытия,Стены,Мусоропровод,Отопление,Газ.плита,Этаж_квартиры,Этажность_дома
Ленинский_Новостройка_1_1/15_36.4_92033_Кирпич,Ленинский,Квартира,Новостройка,1,1/15,36.4,,,3350000,92033,Кирпич,984.0,,,,,,,,1.0,15.0
Ленинский_Новостройка_1_12/15_34_97647_Кирпич,Ленинский,Квартира,Новостройка,1,12/15,34.0,,,3320000,97647,Кирпич,984.0,,,,,,,,12.0,15.0
Ленинский_Новостройка_1_14/15_36.1_95845_Кирпич,Ленинский,Квартира,Новостройка,1,14/15,36.1,,,3460000,95845,Кирпич,984.0,,,,,,,,14.0,15.0
Ленинский_Новостройка_1_2/15_33.8_94675_Кирпич,Ленинский,Квартира,Новостройка,1,2/15,33.8,,,3200000,94675,Кирпич,984.0,,,,,,,,2.0,15.0
Ленинский_Новостройка_1_2/15_33.9_94395_Кирпич,Ленинский,Квартира,Новостройка,1,2/15,33.9,,,3200000,94395,Кирпич,984.0,,,,,,,,2.0,15.0
Ленинский_Новостройка_1_2/15_35.8_89385_Кирпич,Ленинский,Квартира,Новостройка,1,2/15,35.8,11.3,15.2,3200000,89385,Кирпич,984.0,,,,,,,,2.0,15.0
Ленинский_Новостройка_1_9/15_34_96765_Кирпич,Ленинский,Квартира,Новостройка,1,9/15,34.0,,,3290000,96765,Кирпич,984.0,,,,,,,,9.0,15.0
Ленинский_Новостройка_3_1/15_65_74615_Кирпич,Ленинский,Квартира,Новостройка,3,1/15,65.0,,,4850000,74615,Кирпич,984.0,,,,,,,,1.0,15.0
Ленинский_Новостройка_3_3/15_55_82727_Кирпич,Ленинский,Квартира,Новостройка,3,3/15,55.0,,,4550000,82727,Кирпич,984.0,,,,,,,,3.0,15.0
Ленинский_Новостройка_3_4/15_57_87544_Кирпич,Ленинский,Квартира,Новостройка,3,4/15,57.0,5.1,35.3,4990000,87544,Кирпич,984.0,,,,,,,,4.0,15.0
Калининский_Вторичная_3_2/19_88_76136_Кирпич,Калининский,Квартира,Вторичная,3,2/19,88.0,6.5,64.0,6700000,76136,Кирпич,985.0,,,,,,,,2.0,19.0
Советский_Вторичная_3_2/19_88_76136_Кирпич,Советский,Квартира,Вторичная,3,2/19,88.0,6.0,64.0,6700000,76136,Кирпич,985.0,,,,,,,,2.0,19.0
Ленинский_Вторичная_1_1/11_32.4_89506_Панель,Ленинский,Квартира,Вторичная,1,1/11,32.4,8.9,16.6,2900000,89506,Панель,986.0,2015.0,9.0,Железобетонные,Панельные,Есть,Центральное,Нет,1.0,11.0
Ленинский_Вторичная_1_1/11_36.7_87193_Панель,Ленинский,Квартира,Вторичная,1,1/11,36.7,8.7,18.8,3200000,87193,Панель,986.0,2015.0,9.0,Железобетонные,Панельные,Есть,Центральное,Нет,1.0,11.0
Ленинский_Вторичная_2_7/11_55.7_94973_Панель,Ленинский,Квартира,Вторичная,2,7/11,55.7,9.3,31.0,5290000,94973,Панель,986.0,2015.0,9.0,Железобетонные,Панельные,Есть,Центральное,Нет,7.0,11.0
Заельцовский_Вторичная_2_17/25_63.5_112598_Монолит,Заельцовский,Квартира,Вторичная,2,17/25,63.5,13.4,,7150000,112598,Монолит,987.0,,,,,,,,17.0,25.0
Заельцовский_Вторичная_2_21/25_53.6_135261_Монолит,Заельцовский,Квартира,Вторичная,2,21/25,53.6,12.2,,7250000,135261,Монолит,987.0,,,,,,,,21.0,25.0
Заельцовский_Вторичная_3_2/25_71_100000_Монолит,Заельцовский,Квартира,Вторичная,3,2/25,71.0,20.0,,7100000,100000,Монолит,987.0,,,,,,,,2.0,25.0
Заельцовский_Вторичная_2_5/5_42.1_64133_Кирпич,Заельцовский,Квартира,Вторичная,2,5/5,42.1,6.1,25.7,2700000,64133,Кирпич,988.0,1966.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,5.0
Заельцовский_Вторичная_Студия_5/5_43.3_90069_Кирпич,Заельцовский,Квартира,Вторичная,Студия,5/5,43.3,6.1,28.6,3900000,90069,Кирпич,988.0,1966.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,5.0
Ленинский_Вторичная_2_3/9_43_104651_Панель,Ленинский,Квартира,Вторичная,2,3/9,43.0,7.0,27.3,4500000,104651,Панель,989.0,1985.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,3.0,9.0
Ленинский_Вторичная_2_3/9_43_108953_Панель,Ленинский,Квартира,Вторичная,2,3/9,43.0,7.0,,4685000,108953,Панель,989.0,1985.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,3.0,9.0
Дзержинский_Вторичная_3_3/10_61_88525_Кирпич,Дзержинский,Квартира,Вторичная,3,3/10,61.0,8.4,38.4,5400000,88525,Кирпич,990.0,1997.0,4.0,Железобетонные,Кирпич,Есть,Центральное,Нет,3.0,10.0
Дзержинский_Вторичная_4_2/10_75_89333_Кирпич,Дзержинский,Квартира,Вторичная,4,2/10,75.0,8.0,30.0,6700000,89333,Кирпич,990.0,1997.0,4.0,Железобетонные,Кирпич,Есть,Центральное,Нет,2.0,10.0
Ленинский_Вторичная_2_8/9_43_97674_Панель,Ленинский,Квартира,Вторичная,2,8/9,43.0,6.9,27.2,4200000,97674,Панель,991.0,1982.0,6.0,Железобетонные,Панельные,Есть,Центральное,Нет,8.0,9.0
Ленинский_Вторичная_2_8/9_45_81111_Панель,Ленинский,Квартира,Вторичная,2,8/9,45.0,,,3650000,81111,Панель,991.0,1982.0,6.0,Железобетонные,Панельные,Есть,Центральное,Нет,8.0,9.0
Ленинский_Вторичная_3_9/9_59.7_75377_Панель,Ленинский,Квартира,Вторичная,3,9/9,59.7,6.7,42.3,4500000,75377,Панель,991.0,1982.0,6.0,Железобетонные,Панельные,Есть,Центральное,Нет,9.0,9.0
Заельцовский_Вторичная_4_5/9_70.9_86037_Панель,Заельцовский,Квартира,Вторичная,4,5/9,70.9,7.0,,6100000,86037,Панель,992.0,1975.0,7.0,Железобетонные,Панельные,Есть,Центральное,Нет,5.0,9.0
Заельцовский_Вторичная_4_5/9_71_85775_Панель,Заельцовский,Квартира,Вторичная,4,5/9,71.0,7.0,48.0,6090000,85775,Панель,992.0,1975.0,7.0,Железобетонные,Панельные,Есть,Центральное,Нет,5.0,9.0
Заельцовский_Вторичная_4_5/9_79_77215_Панель,Заельцовский,Квартира,Вторичная,4,5/9,79.0,13.0,,6100000,77215,Панель,992.0,1975.0,7.0,Железобетонные,Панельные,Есть,Центральное,Нет,5.0,9.0
Дзержинский_Вторичная_2_9/14_60.7_123558_Кирпич,Дзержинский,,Вторичная,2,9/14,60.7,10.0,35.0,7500000,123558,Кирпич,993.0,,,,,,,,9.0,14.0
Дзержинский_Вторичная_3_8/14_71_109859_Кирпич,Дзержинский,,Вторичная,3,8/14,71.0,14.0,41.0,7800000,109859,Кирпич,993.0,,,,,,,,8.0,14.0
Кировский_Вторичная_2_2/18_35.6_81461_Панель,Кировский,Квартира,Вторичная,2,2/18,35.6,4.4,24.0,2900000,81461,Панель,994.0,,,,,,,,2.0,18.0
Кировский_Вторичная_2_5/18_55_90909_Панель,Кировский,Квартира,Вторичная,2,5/18,55.0,5.0,37.0,5000000,90909,Панель,994.0,,,,,,,,5.0,18.0
Кировский_Вторичная_2_7/18_55_90909_Панель,Кировский,Квартира,Вторичная,2,7/18,55.0,18.0,,5000000,90909,Панель,994.0,,,,,,,,7.0,18.0
Кировский_Вторичная_3_7/18_55_90909_Панель,Кировский,Квартира,Вторичная,3,7/18,55.0,18.0,,5000000,90909,Панель,994.0,,,,,,,,7.0,18.0
Октябрьский_Вторичная_1_9/9_31.9_125078_Кирпич,Октябрьский,Квартира,Вторичная,1,9/9,31.9,6.2,18.6,3990000,125078,Кирпич,995.0,1977.0,3.0,Железобетонные,Кирпич,Есть,Центральное,Нет,9.0,9.0
Октябрьский_Вторичная_3_4/9_73_84247_Кирпич,Октябрьский,Квартира,Вторичная,3,4/9,73.0,8.0,45.0,6150000,84247,Кирпич,995.0,1977.0,3.0,Железобетонные,Кирпич,Есть,Центральное,Нет,4.0,9.0
Октябрьский_Вторичная_3_6/9_61_100000_Кирпич,Октябрьский,Квартира,Вторичная,3,6/9,61.0,9.0,,6100000,100000,Кирпич,995.0,1977.0,3.0,Железобетонные,Кирпич,Есть,Центральное,Нет,6.0,9.0
Центральный_Вторичная_3_3/5_53.6_91418_Кирпич,Центральный,Квартира,Вторичная,3,3/5,53.6,6.0,37.4,4900000,91418,Кирпич,996.0,1960.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Да,3.0,5.0
Центральный_Вторичная_3_3/5_54_106111_Кирпич,Центральный,Квартира,Вторичная,3,3/5,54.0,,,5730000,106111,Кирпич,996.0,1960.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Да,3.0,5.0
Кировский_Вторичная_1_10/10_20.5_96585_Кирпич,Кировский,Квартира,Вторичная,1,10/10,20.5,,,1980000,96585,Кирпич,997.0,2015.0,5.0,Железобетонные,Кирпич,Есть,Центральное,Нет,10.0,10.0
Кировский_Вторичная_1_4/10_20.5_129268_Панель,Кировский,Квартира,Вторичная,1,4/10,20.5,3.0,,2650000,129268,Панель,997.0,2015.0,5.0,Железобетонные,Кирпич,Есть,Центральное,Нет,4.0,10.0
Кировский_Вторичная_1_4/10_20.5_97561_Панель,Кировский,Квартира,Вторичная,1,4/10,20.5,,,2000000,97561,Панель,997.0,2015.0,5.0,Железобетонные,Кирпич,Есть,Центральное,Нет,4.0,10.0
Кировский_Вторичная_1_9/10_32_70313_Панель,Кировский,Квартира,Вторичная,1,9/10,32.0,6.0,16.0,2250000,70313,Панель,997.0,2015.0,5.0,Железобетонные,Кирпич,Есть,Центральное,Нет,9.0,10.0
Кировский_Вторичная_2_1/10_41_74390_Панель,Кировский,Квартира,Вторичная,2,1/10,41.0,10.0,25.0,3050000,74390,Панель,997.0,2015.0,5.0,Железобетонные,Кирпич,Есть,Центральное,Нет,1.0,10.0
Кировский_Вторичная_Студия_10/10_20.5_102439_Панель,Кировский,Квартира,Вторичная,Студия,10/10,20.5,3.0,,2100000,102439,Панель,997.0,2015.0,5.0,Железобетонные,Кирпич,Есть,Центральное,Нет,10.0,10.0
Дзержинский_Вторичная_2_15/27_61_122951_Кирпич,Дзержинский,Квартира,Вторичная,2,15/27,61.0,22.0,24.0,7500000,122951,Кирпич,998.0,2013.0,1.0,Железобетонные,Кирпич,Есть,Центральное,Нет,15.0,27.0
Дзержинский_Вторичная_2_24/27_60.7_125206_Кирпич,Дзержинский,Квартира,Вторичная,2,24/27,60.7,20.0,35.5,7600000,125206,Кирпич,998.0,2013.0,1.0,Железобетонные,Кирпич,Есть,Центральное,Нет,24.0,27.0
Железнодорожный_Вторичная_1_2/5_30.1_126246_Кирпич,Железнодорожный,Квартира,Вторичная,1,2/5,30.1,6.0,16.1,3800000,126246,Кирпич,999.0,1968.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,2.0,5.0
Железнодорожный_Вторичная_1_5/5_29.3_136519_Кирпич,Железнодорожный,Квартира,Вторичная,1,5/5,29.3,5.8,17.2,4000000,136519,Кирпич,999.0,1968.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,5.0
Октябрьский_Вторичная_1_1/10_58_61897_Панель,Октябрьский,Квартира,Вторичная,1,1/10,58.0,8.5,45.5,3590000,61897,Панель,1000.0,2014.0,1.0,Железобетонные,Панельные,Нет,Центральное,Нет,1.0,10.0
Октябрьский_Вторичная_1_6/10_39.4_72335_Панель,Октябрьский,Квартира,Вторичная,1,6/10,39.4,,25.0,2850000,72335,Панель,1000.0,2014.0,1.0,Железобетонные,Панельные,Нет,Центральное,Нет,6.0,10.0
